0,1,1700,30548,40320,1,2,9,0,0,101.46600191,1,8,37.113613558000004
1,1,1800,28502,43034,1,2,11,0,0,88.766029879,0,8,36.884894093
2,0,2300,102370,120953,1,1,2,0,0,90.992533467,0,13,31.588503178000003
3,1,2400,34863,47471,1,0,12,0,0,70.491080032,1,21,38.263600731
4,0,2400,98449,117195,1,1,4,0,0,93.811774855,0,13,29.681827045
5,0,2900,103949,112505,1,1,1,0,0,96.10232967,0,13,30.051136286
6,0,2900,104373,120702,1,1,2,0,0,101.54029753,0,13,29.915859028000003
7,1,2900,7750,67996,1,2,16,3,0,122.20466276,2,8,36.211347998
8,1,2900,61962,70915,0,0,2,0,0,282.80165924,3,37,49.20639579
9,0,3000,104570,121729,1,1,2,0,0,85.884371895,0,14,32.059783267
10,0,3200,74864,87266,1,3,7,0,0,250.63126922,0,12,42.909997351
11,1,3300,130518,164317,0,2,9,0,6,192.28914897,0,33,35.73055919
12,0,3600,100693,114743,1,1,6,0,0,88.470452135,0,14,29.393543381999997
13,0,3600,52337,63989,1,1,20,0,0,204.27249884,0,20,20.470915508
14,1,3700,17857,21144,1,2,5,0,0,129.71732313,1,9,26.634347518000002
15,0,3800,51180,63459,1,1,20,0,0,203.75153358,0,20,20.067042050999998
16,1,3900,29896,45960,1,2,11,0,0,146.12324219,0,14,2224.4788811910003
17,0,3900,102143,118742,1,1,2,0,0,85.27736557899999,0,13,29.343921089000002
18,0,4000,105164,112774,1,1,1,0,0,94.72487416700001,0,13,29.390928055
19,0,4000,54543,61777,1,1,21,0,0,205.58668003,0,19,21.806563464
20,1,4000,26572,31960,1,1,11,0,0,117.79510387,0,8,41.286491948000005
21,0,4100,57992,63797,0,3,7,0,4,165.50503695,1,31,22.27817437
22,0,4200,56544,59218,1,1,19,0,0,211.00259912,1,20,19.027704425
23,0,4200,66272,82953,1,2,3,0,0,110.27866259,0,15,43.45058791100001
24,0,4200,50216,58541,1,1,19,0,0,209.87130224,0,19,20.20803267
25,0,4300,71206,78698,0,4,3,0,0,129.93286902,0,31,34.181376516
26,0,4300,68815,79852,1,2,6,0,0,105.12070881,0,14,41.806376152
27,0,4300,72021,80027,1,2,2,2,0,263.97030029,0,5,36.432093937
28,0,4400,53969,63869,0,3,7,0,3,162.39001067,0,30,23.581079239
29,1,4400,53091,64074,0,1,14,1,3,89.86105825,0,17,39.158084834
30,0,4500,66127,79087,1,2,4,1,0,81.349065098,0,15,40.70530876
31,0,4500,71082,79247,1,2,4,0,0,118.76041007,0,14,41.421110520999996
32,0,4700,71855,88566,1,2,2,2,0,283.95953809,0,5,36.475473283
33,0,4700,88026,115506,1,3,6,0,0,182.24833156,0,27,29.20902258
34,0,4800,56067,63102,0,3,9,0,3,160.14631128,1,30,21.583760120999997
35,0,4800,80482,88342,1,3,7,0,0,275.03239483,0,11,43.717635111999996
36,0,4900,58688,63348,0,3,9,0,3,179.16257471,2,31,22.544392836999997
37,1,4900,25597,23031,1,2,5,0,0,101.74676644,0,8,33.243156978
38,0,4900,67794,84630,1,2,4,0,0,112.57341888,0,15,41.673996362
39,1,4900,65576,65774,1,2,6,1,2,61.64250608,1,14,40.590910018
40,0,4900,57461,68494,0,3,8,0,4,183.63561323,0,30,22.795423552
41,0,5000,66839,87168,1,2,4,0,0,122.59722258,0,15,40.616779346
42,0,5000,90059,113714,1,3,7,0,0,193.63644686,0,28,25.897316481999997
43,0,5000,80153,97275,0,2,1,0,0,120.67506316,2,10,4537.512708409
44,1,5000,46696,85202,1,2,2,1,2,148.34064549,0,14,46.489874001000004
45,0,5000,66435,82819,1,2,2,0,0,125.13062556,0,14,42.183538672
46,0,5100,85583,115341,1,3,7,0,0,177.95825512,1,28,26.257970131999997
47,0,5100,72891,80691,1,2,1,1,0,273.88170516,0,6,39.852146515
48,0,5100,87258,121382,1,3,6,0,0,181.66304016,0,28,25.444759149
49,1,5100,129319,141875,1,4,7,1,0,157.85980209,0,36,25.650741224
50,0,5100,66834,87361,1,2,0,2,0,290.03410799,0,6,38.766985071
51,0,5100,73882,96031,0,2,0,0,0,125.78740011,1,10,34.446079222
52,0,5100,74071,97064,0,2,0,0,0,121.0759726,2,9,36.401729548
53,0,5100,62702,79784,1,2,2,0,0,108.07259081,0,15,43.29013981600001
54,1,5200,40564,39527,1,2,0,0,0,157.77103572,1,13,72.670433313
55,0,5300,66987,65111,1,4,4,1,0,175.32870382,1,22,40.442570389000004
56,0,5300,75958,91703,0,2,0,0,0,124.18217879999999,1,10,34.599060194
57,0,5300,97132,117343,1,1,22,0,0,109.93390789,1,11,35.838542700000005
58,0,5300,47449,63895,1,1,19,0,0,208.16271401,0,20,19.762113701
59,0,5300,50934,62957,1,1,21,0,0,197.24195728,0,20,19.350505633
60,0,5400,86922,119846,1,3,5,0,0,185.07634726,1,28,26.354889295
61,0,5400,68625,82304,0,4,2,0,0,136.63294416,0,30,32.05002349
62,0,5400,65814,85848,1,2,4,0,0,122.94028859999999,0,15,44.092325681999995
63,0,5500,70481,82446,1,2,8,0,1,116.59197688,0,24,37.612682724
64,0,5500,87765,101053,0,3,22,0,0,55.55804904399999,2,13,31.375542416
65,0,5500,52897,65054,1,1,20,0,0,189.29531847,0,19,20.654128896
66,0,5500,93051,115374,1,3,6,0,0,187.02051879,1,27,27.646748505
67,0,5500,87438,116679,1,3,6,0,0,186.42441602,1,27,28.417530896
68,0,5500,72147,69918,1,4,4,2,0,158.5344979,0,23,43.404430238
69,1,5500,40584,46645,1,2,4,0,1,136.32063746,0,13,34.494708965
70,1,5500,37368,48502,1,0,9,0,2,48.995845001999996,0,10,33.126483967
71,0,5500,71644,72696,1,4,4,2,0,150.86584513,0,22,40.442567785
72,1,5500,85845,122205,0,3,5,0,0,172.21327665,1,26,32.676640875
73,0,5600,53793,66379,1,1,22,0,0,206.09913412,0,19,18.369540527
74,0,5600,69435,83489,0,3,14,0,0,200.41843402,1,17,22.841092848000002
75,0,5600,29648,39907,1,3,11,0,0,180.56306914,0,13,21.554949655999998
76,0,5600,76407,77485,1,2,9,0,0,91.683770634,0,24,37.773350975999996
77,0,5700,100934,111496,1,1,23,0,0,117.49959288,0,12,38.750562668
78,0,5700,49514,58249,1,1,21,0,0,212.53911509,0,21,21.258026878
79,0,5700,76948,85753,1,2,7,0,0,128.47645151,0,25,37.85968784
80,0,5700,28127,36524,1,3,10,0,0,181.28295679,0,13,24.339533569
81,0,5700,26927,35461,0,2,0,1,0,21.799352154,10,6,29.439664242
82,1,5700,77213,92661,0,4,0,0,0,97.13317095200001,1,16,41.777888630999996
83,0,5700,62319,82923,1,2,4,0,0,117.6739652,0,15,42.464866285
84,0,5700,71556,79538,1,2,2,0,0,92.643084556,0,15,41.21001247
85,1,5700,74172,79846,0,3,0,0,0,157.00977472,0,28,47.41522865899999
86,0,5700,28116,33450,0,2,0,1,0,15.396587392,9,7,30.017013296
87,0,5800,75000,90543,0,0,18,0,0,300.4872058,1,23,38.940575356
88,0,5800,79296,86885,0,0,19,0,1,307.9748816,1,23,39.959108765
89,1,5800,27791,46833,0,0,3,0,0,83.289062746,1,13,30.187805389
90,0,5800,46595,58191,1,2,5,0,0,80.13174641399999,0,17,24.140153666999996
91,0,5900,70973,77989,1,2,7,0,0,120.37941429,0,24,41.442500462
92,1,5900,25972,41856,0,2,2,0,2,157.96001139,3,27,40.628278175
93,0,5900,74187,78976,1,2,9,0,1,118.44249103,0,24,40.110407425
94,0,6000,95232,115977,1,1,22,0,0,149.0229081,1,12,37.954336913
95,0,6000,79046,103048,1,2,0,0,0,181.69653802,0,32,37.289989924000004
96,0,6100,91704,114799,1,1,22,0,0,129.25008957,1,12,36.746766236999996
97,0,6100,47604,54966,1,2,5,0,0,70.69532973,0,18,24.76674453
98,1,6100,62751,95617,1,2,1,0,0,138.64686318,1,13,31.757270694000002
99,0,6100,68743,65321,1,4,3,1,0,153.0667831,0,22,40.15052706
100,0,6100,79636,87276,1,2,20,0,0,350.43613755,0,47,28.848276581
101,0,6200,75657,84368,0,4,4,0,0,122.24494502,0,30,32.552543335
102,0,6200,46601,59486,1,2,5,0,0,84.63211066,0,18,25.35001036
103,0,6200,60354,87596,1,3,5,0,0,210.17306467,2,23,34.054811236999996
104,0,6200,70793,71552,1,4,3,2,0,162.94515692,0,23,40.315396586999995
105,0,6200,73881,98550,1,2,0,0,1,182.87877980000002,0,31,37.19944569
106,0,6200,133882,155222,1,3,9,0,0,212.53764322,0,19,20.616783656
107,0,6200,75623,89634,1,2,24,0,0,324.68682941,0,47,28.285532103
108,0,6300,99469,116260,1,1,23,0,0,124.74559549,1,12,35.642270107
109,0,6300,78724,80355,1,2,24,0,0,335.07414261,1,46,31.177261304
110,0,6300,92659,117352,1,3,6,0,0,199.01192718,0,27,26.520049519
111,0,6300,58052,70091,0,3,9,0,4,153.78043854,1,30,-21.719595980999998
112,1,6300,12476,32559,1,1,12,3,6,227.12990511,0,23,23.31951678
113,0,6300,69357,73726,1,4,3,2,0,163.28393319,1,22,42.407814245
114,0,6300,26655,29792,0,2,1,1,0,12.759267447000001,10,6,28.36185178
115,0,6400,53476,70157,0,3,7,0,3,164.31540986,1,30,21.137981572
116,0,6400,81116,86148,1,3,8,0,0,262.17542613,0,11,42.068268179
117,0,6400,17491,63614,1,1,23,0,0,325.29930871,0,12,40.244404369
118,0,6400,62746,75016,0,3,12,0,0,133.10154783,0,20,40.188123128
119,0,6400,76732,78084,1,2,8,0,0,109.19302137,0,26,37.964554318000005
120,0,6400,70035,78635,0,4,3,0,0,147.07716353,0,31,31.206129763000003
121,0,6400,28041,33438,0,2,1,1,0,10.42564285,10,6,29.753700283
122,0,6400,57887,74776,1,0,3,0,1,126.32864372,0,22,28.756345434
123,1,6500,60054,70434,1,2,1,0,0,127.06270157,2,21,37.800352933
124,0,6500,63144,76754,1,0,2,0,2,129.0777116,0,23,29.055433128
125,0,6500,33639,37345,1,3,11,0,0,191.07565590000002,0,13,24.227319339
126,0,6500,81145,117530,1,1,29,0,0,327.20063852,1,38,34.345837691999996
127,1,6500,183860,208910,0,3,4,6,0,86.452226941,6,29,69.8005248
128,0,6500,58689,72557,0,2,0,0,1,94.00805286,2,18,34.898413065999996
129,0,6600,62380,89742,1,1,31,0,0,232.52729073,0,16,26.160494887
130,0,6600,68733,81973,1,2,5,0,0,96.977667199,0,14,42.211046784000004
